source_id,title,author,publisher,publication_year,tradition,sect,subsect,language,script,source_url,download_url,repository,source_format,license,license_evidence_url,copyright_basis,training_permission,redistribution_permission,commercial_permission,license_confidence,source_status,acquisition_status,ocr_required,translation_status,commentary_status,language_family,language_variant,language_confidence,classification_basis,transliteration_system,sect_confidence,sect_basis,relation_type,parent_source_id,religious_scope,religious_scope_confidence,religious_scope_basis,knowledge_layer,teacher_or_author,lineage,provenance,notes,text_name,text_category,author_death_year,uploader_asserted,ia_rights_statement,verification_required,curation_status,acquisition_repository,acquisition_identifier,approx_token_count,human_verified,source_quality,provenance_quality,duplicate_risk,sectarian_confidence,recommended_use
SVK-0011,Shri Acharrang Sutra (Hindi Chaya Anuwad) (1966),unknown translator,unknown,1966,MULTI_TRADITION,UNKNOWN,unknown,hi;pra,Devanagari,https://archive.org/details/in.ernet.dli.2015.346505,https://archive.org/download/in.ernet.dli.2015.346505/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.346505,"DLI item, no rights metadata; 1966 is the boundary year for the life+60 rule.",NEEDS_PERMISSION (R90_MODERN_IN_COPYRIGHT),UNCLEAR,UNCLEAR,low,CANDIDATE,PENDING,true,present (Hindi chaya anuvada),none,,,,,,,,,,UNKNOWN,UNKNOWN,Only incidental mention of Sthanakvasi inside the text; translator and publisher unidentified,PRIMARY CANON (Anga,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.346505"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.346505"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.346505""}","The item's own text mentions 'Sthanakvasi' (found by Internet Archive full-text search), which suggests but does NOT prove Sthanakavasi provenance. 1966 is a boundary year - do not assume PD. Publisher attribution is the critical missing field. :: Hindi chaya-anuvada of the Acaranga; the item text mentions 'Sthanakvasi' per IA full-text search.",Ayāramga / Ācārāṅga Sūtra,ANGA,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.346505,UNMEASURED,no,MEDIUM,LOW,MEDIUM,MEDIUM,NEEDS_PERMISSION
SVK-0012,Shri Dashvaikalik Sutra Ka Hindi Anuvad (1936),unknown translator,unknown,1936,MULTI_TRADITION,UNKNOWN,unknown,hi;pra,Devanagari,https://archive.org/details/in.ernet.dli.2015.308533,https://archive.org/download/in.ernet.dli.2015.308533/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.308533,"DLI item, no rights metadata.",WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,present (Hindi anuvada),none,,,,,,,,,,UNKNOWN,UNKNOWN,Canonical mula-sutra translation,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.308533"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.308533"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.308533""}",Mula-sutra memorised by all new Jain mendicants. High canonical value. Same publisher-attribution gap as the other DLI canon translations. :: Hindi anuvada of the Dasavaikalika Sutra.,Dasaveyaliya / Daśavaikālika Sūtra,MULASUTRA,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.308533,UNMEASURED,no,MEDIUM,LOW,MEDIUM,MEDIUM,NEEDS_PERMISSION
SVK-0013,Shri Uttradhyayan Sutra Ka Hindi Anuvaad (1934),unknown translator,unknown,1934,MULTI_TRADITION,UNKNOWN,unknown,hi;pra,Devanagari,https://archive.org/details/in.ernet.dli.2015.348094,https://archive.org/download/in.ernet.dli.2015.348094/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.348094,"DLI item, no rights metadata.",WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,present (Hindi anuvada),none,,,,,,,,,,UNKNOWN,UNKNOWN,Canonical text; provenance of the 1934 translation unpublished,PRIMARY CANON (Mulasutra,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.348094"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.348094"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.348094""}",One of the oldest canon texts. TWO Hindi anuvadas exist (1934 and 1962) - separate works with separate rights. Never merge them. :: 1934 Hindi anuvada of the Uttaradhyayana Sutra.,Uttarajjhayanam / Uttarādhyayana Sūtra,MULASUTRA,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.348094,UNMEASURED,no,MEDIUM,LOW,HIGH (1934 vs 1962 editions),MEDIUM,NEEDS_PERMISSION
SVK-0014,Shri Uttradhyayan Sutra Ka Hindi Anuvaad (1962),unknown translator,unknown,1962,MULTI_TRADITION,UNKNOWN,unknown,hi;pra,Devanagari,https://archive.org/details/in.ernet.dli.2015.446025,https://archive.org/download/in.ernet.dli.2015.446025/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.446025,"DLI item, no rights metadata.",WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),UNCLEAR,UNCLEAR,low,CANDIDATE,PENDING,true,present (Hindi anuvada),none,,,,,,,,,,UNKNOWN,UNKNOWN,Distinct 1962 edition; provenance unpublished,PRIMARY CANON (Mulasutra,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.446025"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.446025"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.446025""}",Distinct edition from SVK-0013. Keep separately addressed so citations are unambiguous. :: 1962 Hindi anuvada; a DIFFERENT work from SVK-0013 and must never be merged with it.,Uttarajjhayanam / Uttarādhyayana Sūtra,MULASUTRA,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.446025,UNMEASURED,no,MEDIUM,LOW,HIGH (1934 vs 1962 editions),MEDIUM,NEEDS_PERMISSION
SVK-0015,Shri Sutrakratang Sutra (1938),unknown translator,unknown,1938,MULTI_TRADITION,UNKNOWN,unknown,hi;pra,Devanagari,https://archive.org/details/in.ernet.dli.2015.308462,https://archive.org/download/in.ernet.dli.2015.308462/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.308462,"DLI item, no rights metadata.",WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,present (Hindi anuvada),none,,,,,,,,,,UNKNOWN,UNKNOWN,Canonical Anga translation; publisher unidentified,PRIMARY CANON (Anga,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.308462"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.308462"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.308462""}",Second Anga; among the oldest texts in the canon. :: Hindi anuvada of the Sutrakrtanga Sutra.,Suyagada / Sūtrakṛtāṅga Sūtra,ANGA,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.308462,UNMEASURED,no,MEDIUM,LOW,MEDIUM,MEDIUM,NEEDS_PERMISSION
SVK-0016,Shri Utradhyayan Sutar (Agam Seva) (1920),unknown,unknown,1920,MULTI_TRADITION,UNKNOWN,unknown,hi;pra,Devanagari,https://archive.org/details/in.ernet.dli.2015.545305,https://archive.org/download/in.ernet.dli.2015.545305/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.545305,"DLI item, no rights metadata.",TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,present (Hindi anuvada),none,,,,,,,,,,UNKNOWN,UNKNOWN,Agam Seva series suggests an institutional publisher but the institution is unidentified,PRIMARY CANON (Mulasutra,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.545305"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.545305"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.545305""}",The 'Agam Seva' series identification may reveal the publishing institution - a lead for the attribution research. :: 'Agam Seva' series edition of the Uttaradhyayana Sutra.,Uttarādhyayana Sūtra (Agam Seva edition),MULASUTRA,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.545305,UNMEASURED,no,MEDIUM,LOW,MEDIUM,MEDIUM,NEEDS_PERMISSION
SVK-0017,Shrimada Gyatadharmkathank Sutra (1964),unknown,unknown,1964,MULTI_TRADITION,UNKNOWN,unknown,hi;pra,Devanagari,https://archive.org/details/in.ernet.dli.2015.327713,https://archive.org/download/in.ernet.dli.2015.327713/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.327713,"DLI item, no rights metadata.",WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),UNCLEAR,UNCLEAR,low,CANDIDATE,PENDING,true,present (Hindi anuvada),none,,,,,,,,,,UNKNOWN,UNKNOWN,Canonical Anga; provenance unpublished,PRIMARY CANON (Anga,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.327713"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.327713"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.327713""}",Sixth Anga (parable collection). Good candidate for narrative-style instruction data IF rights are cleared. :: Jnata-dharmakathanga (sixth Anga).,Nāyā-dhamma-kahāo / Jñātādharmakathāṅga,ANGA,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.327713,UNMEASURED,no,MEDIUM,LOW,MEDIUM,MEDIUM,NEEDS_PERMISSION
SVK-0018,Adhyatmik Pravachno Part-1 (1960),unknown (pravachankar),unknown,1960,MULTI_TRADITION,UNKNOWN,unknown,gu,Gujarati,https://archive.org/details/in.ernet.dli.2015.324772,https://archive.org/download/in.ernet.dli.2015.324772/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.324772,"DLI item, no rights metadata.",WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),UNCLEAR,UNCLEAR,low,CANDIDATE,PENDING,true,n/a,none,,,,,,,,,,UNKNOWN,UNKNOWN,Pravachan genre is central to the tradition but the speaker is unnamed; no sect evidence,PRAVACHAN (discourse),unknown (pravachan speaker unnamed in metadata),unknown,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.324772"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.324772"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.324772""}","Represents the pravachan genre, the tradition's living teaching form. Speaker identity is the key missing metadata. :: Gujarati pravachan collection.",Adhyatmik Pravachno,PRAVACHAN,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.324772,UNMEASURED,no,MEDIUM,LOW,MEDIUM,LOW,NEEDS_PERMISSION
SVK-0019,Stavanavali (1960),unknown,unknown,1960,MULTI_TRADITION,UNKNOWN,unknown,hi,Devanagari,https://archive.org/details/in.ernet.dli.2015.445070,https://archive.org/download/in.ernet.dli.2015.445070/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.445070,"DLI item, no rights metadata.",WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),UNCLEAR,UNCLEAR,low,CANDIDATE,PENDING,true,n/a,none,,,,,,,,,,UNKNOWN,UNKNOWN,Stavan repertoire is shared across Jain traditions; no sect evidence,DEVOTIONAL,unknown,none recorded,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.445070"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.445070"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.445070""}",Stavan (devotional song) collection. Stavans are shared across Jain traditions - do not label Sthanakavasi without evidence. :: Stavanavali devotional collection.,Stavanavali,DEVOTIONAL,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.445070,UNMEASURED,no,MEDIUM,LOW,MEDIUM,LOW,NEEDS_PERMISSION
SVK-0020,Subodh Jain Pathshala Part I (1964),unknown,unknown,1964,MULTI_TRADITION,UNKNOWN,unknown,hi,Devanagari,https://archive.org/details/in.ernet.dli.2015.348055,https://archive.org/download/in.ernet.dli.2015.348055/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/in.ernet.dli.2015.348055,"DLI item, no rights metadata.",WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),UNCLEAR,UNCLEAR,low,CANDIDATE,PENDING,true,present,none,,,,,,,,,,UNKNOWN,UNKNOWN,Pathshala textbook; publisher unverified,EDUCATIONAL,unknown,unknown,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.348055"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.348055"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.348055""}",Pathshala (religious school) textbook - precisely the kind of material the project needs and precisely the kind that is in copyright. A prime candidate for a permission request. :: Pathshala textbook - the genre we most need and least are allowed to use.,Subodh Jain Pathshala,EDUCATIONAL,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.348055,UNMEASURED,no,MEDIUM,LOW,MEDIUM,LOW,NEEDS_PERMISSION
SVK-0021,Jain Svetambara Agama Canon in English (with Hindi),unknown community uploader,unknown,unknown,MURTIPUJAKA,MURTIPUJAKA,unknown,en;hi,Devanagari;Latin,https://archive.org/details/u-08-u-09-u-10-u-11-u-12-2_202210,https://archive.org/download/u-08-u-09-u-10-u-11-u-12-2_202210/,Internet Archive,PDF,none declared,https://archive.org/details/u-08-u-09-u-10-u-11-u-12-2_202210,Community upload with no licence and unknown transcriber; may reproduce a copyrighted English translation set.,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),UNCLEAR,UNCLEAR,low,CANDIDATE,PENDING,true,present,unknown,,,,,,,,,,COMPARATIVE_OTHER_TRADITION,MEDIUM,Manifest notes state Svetambara-wide scope,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""u-08-u-09-u-10-u-11-u-12-2_202210"", ""license_evidence_url"": ""https://archive.org/details/u-08-u-09-u-10-u-11-u-12-2_202210"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/u-08-u-09-u-10-u-11-u-12-2_202210""}","Community upload of unknown provenance that may reproduce a copyrighted English translation set. SCOPE WARNING: Svetambara generally, not specifically Sthanakavasi. Do not use without identifying the underlying edition. :: Svetambara-wide scope, not Sthanakavasi.",MULTIPLE (Agama canon),CANON_ENGLISH,unknown,false,false,true,CURATED,internet_archive,u-08-u-09-u-10-u-11-u-12-2_202210,UNMEASURED,no,LOW,LOW,UNKNOWN,MURTIPUJAKA scope,NEEDS_PERMISSION
SVK-0022,GRETIL - E-texts in Prakrit (bulk corpus),MULTIPLE,unknown,,JAIN plus non-Jain,UNKNOWN,unknown,pra;sa,Devanagari;Latin,https://gretil.sub.uni-goettingen.de/gretil.html,https://gretil.sub.uni-goettingen.de/gretil.html,GRETIL (Goettingen),TEI XML;TXT;HTML,none declared at site level; per-contribution rights,https://gretil.sub.uni-goettingen.de/gretil.html,,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,false,varies,none,,,,,,,,,,UNKNOWN,UNKNOWN,Typed Prakrit texts with per-contribution rights; sect must be tagged per text,,,,"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://gretil.sub.uni-goettingen.de/gretil.html"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""GRETIL (Goettingen)"", ""source_url"": ""https://gretil.sub.uni-goettingen.de/gretil.html""}","THE MOST IMPORTANT TYPED PRAKRIT SOURCE found, and it removes OCR from the critical path. Verified: a Jaina section, a Prakrit section, a bulk 'Download All Prakrit Texts', and migration to TEI. NO site licence - rights are per contribution. Enumerate file by file and record each contributor.",MULTIPLE,PRAKRIT_LITERATURE,,false,false,true,NOT_CURATED,,,UNMEASURED,no,HIGH (typed Unicode beats OCR),LOW,low,UNKNOWN,NEEDS_PERMISSION
SVK-0023,GRETIL - Jaina texts in Sanskrit,MULTIPLE,unknown,,JAIN,UNKNOWN,unknown,sa,Devanagari;Latin,https://gretil.sub.uni-goettingen.de/gretil.html,https://gretil.sub.uni-goettingen.de/gretil.html,GRETIL (Goettingen),TEI XML;TXT,none declared at site level,https://gretil.sub.uni-goettingen.de/gretil.html,,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,false,varies,some,,,,,,,,,,UNKNOWN,UNKNOWN,Sanskrit Jain philosophy from both Svetambara and Digambara authors; per-text tagging required,PHILOSOPHY (Sanskrit),multiple authors,mixed (per-text),"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://gretil.sub.uni-goettingen.de/gretil.html"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""GRETIL (Goettingen)"", ""source_url"": ""https://gretil.sub.uni-goettingen.de/gretil.html""}","Includes late Sanskrit Jain philosophy from both Svetambara and Digambara authors - sect tagging must be done per text, never at the collection level.",MULTIPLE,PHILOSOPHY;COMMENTARY,,false,false,true,NOT_CURATED,,,UNMEASURED,no,HIGH,LOW,low,UNKNOWN,NEEDS_PERMISSION
SVK-0024,dataspoof/Jains - Sastravarttasamuccaya,Haribhadrasuri,unknown,,SVETAMBARA,UNKNOWN,unknown,sa,IAST;Devanagari,https://huggingface.co/datasets/dataspoof/Jains,https://huggingface.co/datasets/dataspoof/Jains,Hugging Face,CSV,none declared,https://huggingface.co/datasets/dataspoof/Jains,,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),NO,NO,low,CANDIDATE,PENDING,false,MIXED,present,,,,,,,,,,UNKNOWN,UNKNOWN,Unlicensed derivative layer over a Svetambara philosophical text,PHILOSOPHY,Haribhadrasuri,Svetambara (author-era),"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://huggingface.co/datasets/dataspoof/Jains"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Hugging Face"", ""source_url"": ""https://huggingface.co/datasets/dataspoof/Jains""}",Do NOT use this derivative for training. Source the plain text directly from GRETIL (SVK-0023) and record the contributor - i.e. remove the extra unlicensed layer.,Sastravarttasamuccaya,PHILOSOPHY,,false,false,true,NOT_CURATED,,,UNMEASURED,no,MEDIUM,LOW,low,LOW,RAG_ONLY
SVK-0025,shethjenil/JainBooks,MULTIPLE,unknown,,JAIN,UNKNOWN,unknown,sa;pra;gu;en,Mixed,https://huggingface.co/datasets/shethjenil/JainBooks,https://huggingface.co/datasets/shethjenil/JainBooks,Hugging Face,Parquet,none declared,https://huggingface.co/datasets/shethjenil/JainBooks,,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),NO,NO,low,CANDIDATE,PENDING,false,MIXED,unknown,,,,,,,,,,UNKNOWN,UNKNOWN,Dataset carries no attribution or licence; content provenance unknown,MULTIPLE,unknown,none recorded,"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://huggingface.co/datasets/shethjenil/JainBooks"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Hugging Face"", ""source_url"": ""https://huggingface.co/datasets/shethjenil/JainBooks""}",The dataset card carries NO source attribution and NO licence. Unknown provenance is disqualifying for training. Reachable only by contacting the uploader.,MULTIPLE (includes Trisastisalakapurusacaritra),MULTIPLE,,false,false,true,NOT_CURATED,,,UNMEASURED,no,MEDIUM,LOW,UNKNOWN,UNKNOWN,NEEDS_PERMISSION
SVK-0026,Atma3.1-ShareGPT (Atma Siddhi Shastra),Shrimad Rajchandra,unknown,2024,JAIN,GENERIC_JAIN,unknown,en,Latin,https://huggingface.co/datasets/HappyAIUser/Atma3.1-ShareGPT,https://huggingface.co/datasets/HappyAIUser/Atma3.1-ShareGPT,Hugging Face,JSONL,apache-2.0,https://huggingface.co/datasets/HappyAIUser/Atma3.1-ShareGPT,Explicit dataset licence apache-2.0 declared in the Hub dataset card.,TRAINING_ALLOWED (R20_PERMISSIVE_LICENCE),YES,YES,high,CANDIDATE,PENDING,false,present,unknown (English annotations),,,,,,,,,,COMPARATIVE_OTHER_TRADITION,HIGH,Manifest notes: Shrimad Rajchandra work is generic/non-sectarian Jain instruction data,,,,"{""acquisition_repository"": ""huggingface"", ""curation_status"": ""CURATED"", ""identifier"": ""HappyAIUser/Atma3.1-ShareGPT"", ""license_evidence_url"": ""https://huggingface.co/datasets/HappyAIUser/Atma3.1-ShareGPT"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Hugging Face"", ""source_url"": ""https://huggingface.co/datasets/HappyAIUser/Atma3.1-ShareGPT""}","THE CLEANEST modern Jain instruction dataset found (7000+ lines, Apache-2.0). Tag GENERIC_JAIN, never Sthanakavasi. Verify whether the annotation layer is literal translation, interpretive summary, or contextual explanation before mixing into SFT. :: Clean permissive licence. GENERIC_JAIN scope - Shrimad Rajchandra is not a Sthanakavasi authority.",Atma Siddhi Shastra (Shrimad Rajchandra),INSTRUCTION_DATA,unknown,false,false,false,CURATED,huggingface,HappyAIUser/Atma3.1-ShareGPT,~2M (estimate),unknown,GOOD,HIGH,UNKNOWN (content may overlap other sources),LOW (not Sthanakavasi),TRAIN
SVK-0027,Deshika - Maharashtri Prakrit to English Parallel Corpus,MULTIPLE,BRACT's Vishwakarma Institute of Information Technology,2025,JAIN plus classical,UNKNOWN,unknown,Maharashtri Prakrit;English,Mixed,https://huggingface.co/datasets/VIITPune/Deshika-Maharashtri_Prakrit_to_English_Parallel_Corpus,https://huggingface.co/datasets/VIITPune/Deshika-Maharashtri_Prakrit_to_English_Parallel_Corpus,Hugging Face,CSV,apache-2.0,https://huggingface.co/datasets/VIITPune/Deshika-Maharashtri_Prakrit_to_English_Parallel_Corpus,Explicit dataset licence apache-2.0 declared in the Hub dataset card.,TRAINING_ALLOWED (R20_PERMISSIVE_LICENCE),YES,YES,high,CANDIDATE,PENDING,false,present,none,Middle Indo-Aryan,Maharashtri,high,dataset_card,IAST,unknown,insufficient_evidence,translation_of,,UNKNOWN,UNKNOWN,Academic parallel corpus; sect attribution not established (insufficient_evidence per manifest),PARALLEL CORPUS (Maharashtri Prakrit-English),VIIT Pune (academic project),none recorded,"{""acquisition_repository"": ""huggingface"", ""curation_status"": ""CURATED"", ""identifier"": ""VIITPune/Deshika-Maharashtri_Prakrit_to_English_Parallel_Corpus"", ""license_evidence_url"": ""https://huggingface.co/datasets/VIITPune/Deshika-Maharashtri_Prakrit_to_English_Parallel_Corpus"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Hugging Face"", ""source_url"": ""https://huggingface.co/datasets/VIITPune/Deshika-Maharashtri_Prakrit_to_English_Parallel_Corpus""}","The ONLY Prakrit-language dataset found on the Hub (language tag: pra). Value is as a translation fine-tuning signal and as a template for building the Ardhamagadhi parallel set. The language mismatch must be recorded, not glossed. :: The only Prakrit-language dataset found on the Hub. Maharashtri, not Ardhamagadhi.",MULTIPLE Prakrit passages,PARALLEL_CORPUS,unknown,false,false,false,CURATED,huggingface,VIITPune/Deshika-Maharashtri_Prakrit_to_English_Parallel_Corpus,UNMEASURED,unknown,HIGH,HIGH,low,LANGUAGE MISMATCH (Maharashtri not Ardhamagadhi),TRAIN
SVK-0028,Jain Literature Open Repository (JLOR),MULTIPLE,unknown,,JAIN,UNKNOWN,unknown,pra;sa;hi;en,Mixed,https://github.com/jainqq-org/JLOR,https://github.com/jainqq-org/JLOR,GitHub,Text;PDF,NOASSERTION,https://github.com/jainqq-org/JLOR,,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),NO,NO,low,CANDIDATE,PENDING,false,MIXED (includes disclosed AI-generated translations),some,,,,,,,,,,UNKNOWN,UNKNOWN,Unlicensed repository with AI-generated translations,MULTIPLE,unknown,none recorded,"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://github.com/jainqq-org/JLOR"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""GitHub"", ""source_url"": ""https://github.com/jainqq-org/JLOR""}","VERIFIED: license NOASSERTION and pushed_at 2024-09-17 (dormant ~2 years). Contains AI-generated translations (Gemini 1.5 Flash, Claude Haiku per its own README). Unlicensed plus machine-translated means it cannot be trained on or redistributed. Approach the org for an explicit per-item licence grant.","MULTIPLE (Agamas, Anuyogas, acarya works)",CANON plus SECONDARY,,false,false,true,NOT_CURATED,,,UNMEASURED,no,varies,LOW,UNKNOWN,LOW,RESEARCH_ONLY
SVK-0029,Jainaagam - all 45 Jain Aagam,MULTIPLE,unknown,,MURTIPUJAKA,MURTIPUJAKA,unknown,pra;hi;gu;en,Mixed,https://github.com/jainism-portal/jainaagam,https://github.com/jainism-portal/jainaagam,GitHub,Vue;JSON,none (license: null),https://github.com/jainism-portal/jainaagam,,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),NO,NO,low,CANDIDATE,PENDING,false,MIXED,present,,,,,,,,,,COMPARATIVE_OTHER_TRADITION,HIGH,Own description: 45 Agamas = Murtipujaka canon; manifest mandates MURTIPUJAKA tag,CANON (Murtipujaka 45-Agama set),unknown,Murtipujaka,"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://github.com/jainism-portal/jainaagam"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""GitHub"", ""source_url"": ""https://github.com/jainism-portal/jainaagam""}","VERIFIED: GitHub reports license null (all rights reserved) and pushed_at 2023-01-26 (dormant ~3.5 years). SCOPE WARNING: its own description says 45 Agamas = Murtipujaka canon. MUST be tagged MURTIPUJAKA_45, never Sthanakavasi. Highest-value POTENTIAL asset if a licence can be obtained.",MULTIPLE (45 Agamas),ANGA;UPANGA;CHEDA;MULA;PRAKIRNAKA,,false,false,true,NOT_CURATED,,,UNMEASURED,no,MEDIUM,LOW,UNKNOWN,UNKNOWN,NEEDS_PERMISSION
