source_id,title,text_name,author,tradition,sect,subsect,text_category,language,script,format,size,approx_token_count,source_url,download_url,repository,license,copyright_status,training_permission,redistribution_permission,commercial_permission,translation_status,commentary_status,ocr_status,human_verified,source_quality,provenance_quality,duplicate_risk,sectarian_confidence,recommended_use,notes
SVK-2001,Ardha Magadhi Kosh and Maharashtri Deshya Prakrit Kosh (1938),Ardha-Magadhi Kosa with Maharashtri Desya Prakrit Kosa,Muni Ratnachandraji,JAIN,STHANAKAVASI,unknown,DICTIONARY_PRAKRIT,pra;hi,Devanagari,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/pqpj_ardha-magadhi-kosh-and-maharashti-deshya-prakrit-kosh-ed-by-ratna-chandra-1938-a,https://archive.org/download/pqpj_ardha-magadhi-kosh-and-maharashti-deshya-prakrit-kosh-ed-by-ratna-chandra-1938-a/,Internet Archive,"CC0-1.0 (uploader-asserted, not legally verified)",1938 publication; compiler death year undocumented; Indian life+60 term not confirmable on documented facts,TRAINING_ALLOWED_WITH_CONDITIONS,YES,YES,present (Hindi glosses),none,source text layer; quality to be measured,no,HIGH,MEDIUM,HIGH,HIGH,RAG_PENDING_RIGHTS,Flagship Round-2 item: Sthanakvasi Conference imprint + Prakrit lexicon incl. Maharashtri Desya coverage. CC0 assertion is uploader metadata only; the gate must land WITH_CONDITIONS and the release floor will hold it out until the death year is documented.
SVK-2002,An Illustrated Ardha Magadhi Dictionary Gujarati (1932),"Ardha-Magadhi Dictionary, Gujarati-script edition",A. C. Woolner (ed.),JAIN,STHANAKAVASI,unknown,DICTIONARY_PRAKRIT,pra;gu,Gujarati,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.399871,https://archive.org/download/in.ernet.dli.2015.399871/,Internet Archive,public domain on documented facts,editor died 1936-01-07 (Wikipedia Q4647084); 1936+60=1996 < 2026; DLI scan carries no rights fields,TRAINING_ALLOWED,YES,YES,none,none,source text layer; Gujarati OCR quality to be measured,no,MEDIUM,MEDIUM,HIGH,HIGH,TRAIN,FIRST Gujarati-script Prakrit dictionary in the corpus. Woolner death year verified across Wikipedia and Wikidata; unlocks R25. Directly attacks the Gujarati-script=0 release gap.
SVK-2003,An Illustrated Ardha Magadhi Dictionary Philosophic & Scientific (1930),"Ardha-Magadhi Dictionary, philosophic and scientific terminology",A. C. Woolner (ed.),JAIN,STHANAKAVASI,unknown,DICTIONARY_PRAKRIT,pra;gu,Gujarati,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.399872,https://archive.org/download/in.ernet.dli.2015.399872/,Internet Archive,public domain on documented facts,editor died 1936-01-07; 1930 publication; R25_LIFE_PLUS_60_EXPIRED,TRAINING_ALLOWED,YES,YES,none,none,source text layer; Gujarati OCR quality to be measured,no,MEDIUM,MEDIUM,HIGH,HIGH,TRAIN,1930 Woolner edition with philosophic/scientific terminology; same verified rights basis as SVK-2002.
SVK-2004,Ardha Magadhi Quadrilingual Dictionary Vol-2 (1927),Ardha-Magadhi Quadrilingual Dictionary (pra/sa/gu/hi),A. C. Woolner (ed.),JAIN,STHANAKAVASI,unknown,DICTIONARY_PRAKRIT,pra;sa;gu;hi,Devanagari;Gujarati,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.399104,https://archive.org/download/in.ernet.dli.2015.399104/,Internet Archive,public domain on documented facts,editor died 1936-01-07; 1927 publication; R25 and R70 both apply,TRAINING_ALLOWED,YES,YES,none,none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,HIGH (possible same 1927 work as SVK-0007),HIGH,TRAIN,"Quadrilingual Prakrit-Sanskrit-Gujarati-Hindi edition. Possible duplicate of SVK-0007's Vol 2 scan; cross-edition dedup decides, edition metadata preserved."
SVK-2005,"An Illustrated Ardha-magadhi Dictionary Vol-5 (1923, DLI scan)",Ardha-Magadhi Dictionary vol 5,Muni Ratnachandra Ji Maharaj,JAIN,STHANAKAVASI,unknown,DICTIONARY_PRAKRIT,pra;hi;sa,Devanagari;Latin,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.342545,https://archive.org/download/in.ernet.dli.2015.342545/,Internet Archive,public domain on documented facts,"1923 publication; pre-1930; compiler death year undocumented so R70 applies, not R25",TRAINING_ALLOWED,YES,YES,none,none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,HIGH (same work as SVK-0007 vol 5),MEDIUM,TRAIN,Independent 1923 DLI scan of the dictionary volume SVK-0007 already carries; near-duplicate test across digitisations of the SAME edition.
SVK-2006,Paia-sadda-mahannavo: a comprehensive Prakrit-Hindi dictionary (1923),Paia-sadda-mahannavo,Hargovind Das T. Sheth (1888-1940),JAIN,UNKNOWN,unknown,DICTIONARY_PRAKRIT,pra;hi;sa,Devanagari,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/paiasaddamahaavo0000seth,https://archive.org/download/paiasaddamahaavo0000seth/,Internet Archive,public domain on documented facts,compiler dates 1888-1940 in the IA bibliographic record; 1940+60=2000 < 2026; R25_LIFE_PLUS_60_EXPIRED,TRAINING_ALLOWED,YES,YES,none,none,"source text layer; IA OCR tesseract 5.3.0, quality to be measured",no,HIGH,MEDIUM,LOW,UNKNOWN,TRAIN,"The canonical Prakrit lexicon (4 vols in 1, 1408 scans, University of Toronto). Sect attribution unknown - Svetambara-wide scholarship. IA OCR metadata reports detected language 'ne' (Nepali) at 1.0 confidence: retained as a live calibration example of untrustworthy OCR language detection."
SVK-2007,"Paia-Sadda-Mahannavo, Motilal Banarsidass edition (1928)",Paia-sadda-mahannavo (MLB edition),Hargovind Das T. Sheth (1888-1940),JAIN,UNKNOWN,unknown,DICTIONARY_PRAKRIT,pra;hi,Devanagari,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.348701,https://archive.org/download/in.ernet.dli.2015.348701/,Internet Archive,public domain on documented facts,compiler died 1940; 1928 publication; R25,TRAINING_ALLOWED,YES,YES,none,none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,HIGH (same work as SVK-2006),UNKNOWN,TRAIN,Motilal Banarsidass edition of SVK-2006; relation_type=edition_of. Cross-edition near-duplicate test case like SVK-1002/1003.
SVK-2008,Woolner's Introduction To Prakrit (1917),Introduction to Prakrit,Alfred C. Woolner,JAIN,UNKNOWN,unknown,GRAMMAR_PRAKRIT,en,Latin,PDF (bookmarked born-digital),not measured,UNMEASURED,https://archive.org/details/IntroductionToPrakritWoolner_bookmarked,https://archive.org/download/IntroductionToPrakritWoolner_bookmarked/,Internet Archive,public domain on documented facts,author died 1936-01-07; 1917 publication; R25 and R70,TRAINING_ALLOWED,YES,YES,none,none,possibly born-digital text layer; no OCR expected,no,HIGH,HIGH,LOW,UNKNOWN,TRAIN,Standard English grammar of Prakrit; born-digital bookmarked PDF. Supports segmentation and transliteration validation.
SVK-2009,"Introduction To Prakrit, Motilal Banarsidass edition (1928)",Introduction to Prakrit (MLB edition),Alfred C. Woolner,JAIN,UNKNOWN,unknown,GRAMMAR_PRAKRIT,en,Latin,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.65389,https://archive.org/download/in.ernet.dli.2015.65389/,Internet Archive,public domain on documented facts,author died 1936-01-07; 1928 publication; R25,TRAINING_ALLOWED,YES,YES,none,none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,HIGH (same work as SVK-2008),UNKNOWN,TRAIN,Revised edition of SVK-2008; relation_type=edition_of.
SVK-2010,Jain Sathan Kavasi (1928),Jain Sathan Kavasi (Gujarati),Swami Jitmal,JAIN,STHANAKAVASI,unknown,SECT_LITERATURE_GUJARATI,gu,Gujarati,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.306075,https://archive.org/download/in.ernet.dli.2015.306075/,Internet Archive,public domain on documented facts,1928 publication; pre-1930; author death year undocumented so R70 applies,TRAINING_ALLOWED,YES,YES,none,none,source text layer; Gujarati OCR quality to be measured,no,MEDIUM,MEDIUM,LOW,MEDIUM,TRAIN,"Only discovered title that names the Sthanakvasi sect directly (period transliteration 'Sathan Kavasi'), in Gujarati. Sect attribution from title + bibliographic record: medium confidence, never upgraded silently."
SVK-2011,Aadhyatm Saar (1913),Adhyatma Sar (Gujarati),Yashovijay Upadhyay,JAIN,UNKNOWN,unknown,PHILOSOPHY_GUJARATI,gu,Gujarati,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.306580,https://archive.org/download/in.ernet.dli.2015.306580/,Internet Archive,public domain on documented facts,1913 publication; pre-1930; R70,TRAINING_ALLOWED,YES,YES,none,none,source text layer; Gujarati OCR quality to be measured,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN,Early modern Gujarati Jain prose; sect unknown and NOT labelled Sthanakvasi. Gujarati-script retrieval gap filler.
SVK-2012,Navyugno Jain (1921),Navyugano Jain (Gujarati),Tapadiya Girdarlal,JAIN,UNKNOWN,unknown,SECONDARY_SCHOLARSHIP,gu,Gujarati,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.306156,https://archive.org/download/in.ernet.dli.2015.306156/,Internet Archive,public domain on documented facts,1921 publication; pre-1930; R70,TRAINING_ALLOWED,YES,YES,none,none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN,Generic modern-era Jain Gujarati; retrieval/background value only (P3).
SVK-2013,Jain Dharm Praves Pothi Bhag 1 (1908),Jain Dharma Pravesh Pothi 1 (Gujarati),unknown,JAIN,UNKNOWN,unknown,INTRODUCTORY_GUJARATI,gu,Gujarati,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.358432,https://archive.org/download/in.ernet.dli.2015.358432/,Internet Archive,public domain on documented facts,1908 publication; pre-1930; R70,TRAINING_ALLOWED,YES,YES,none,none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN,Earliest Gujarati Jain candidate found this round; introductory dharma primer.
SVK-2014,Jain Sajjhaimala Bhag-4 (1927),Jain Sajjhay Mala 4 (Gujarati),Chaganlal Shah,JAIN,UNKNOWN,unknown,PRACTICE_LITERATURE_GUJARATI,gu,Gujarati,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.358666,https://archive.org/download/in.ernet.dli.2015.358666/,Internet Archive,public domain on documented facts,1927 publication; pre-1930; R70,TRAINING_ALLOWED,YES,YES,none,none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN,"Sajjhaya practice literature is Sthanakvasi-adjacent, but this edition's sectarian identity is unverified: sect stays unknown with a curation note, never upgraded for convenience."
SVK-2015,Sri Avasyaka Sutra Part-i (1928),Sri Avasyaka Sutra Part-i,Bhadrabahu,JAIN,UNKNOWN,unknown,CANONICAL,san,Devanagari,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.406853,https://archive.org/download/in.ernet.dli.2015.406853/,Internet Archive,none declared,DLI item no rights metadata. 1928 publication pre-1930. Avashyaka Sutra covers Samayik Pratikraman Vandana Pratyakhyan practices,WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),CONDITIONAL,CONDITIONAL,n/a (Sanskrit/Prakrit canonical),none,source text layer; quality to be measured,no,MEDIUM,LOW,UNKNOWN,HIGH,TRAIN,Avashyaka Sutra Part 1 by Bhadrabahu. Covers six obligatory duties (Avashyaka). Pre-1930 publication. Publisher: Surat, Sheth Devchand Lalbhai Jain Pustakbhandar. 621 pages.
SVK-2016,Panch-pratikraman (1928),Panch-pratikraman,Jain Kashinathji,JAIN,UNKNOWN,unknown,PRACTICE,hi,Devanagari,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.445046,https://archive.org/download/in.ernet.dli.2015.445046/,Internet Archive,none declared,DLI item no rights metadata. 1928 publication pre-1930. Pratikraman practice text in Hindi,WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),CONDITIONAL,CONDITIONAL,n/a (Hindi practice text),none,source text layer; quality to be measured,no,MEDIUM,LOW,UNKNOWN,HIGH,TRAIN,Panch-pratikraman Hindi practice text. Publisher: Bikaner, Champalal Gani Jain Grantmala. 368 pages. Covers Pratikraman (repentance ritual).
SVK-2017,Pratikraman Sutra Arth Ane Sanvado Sahit (1939),Pratikraman Sutra,unknown,JAIN,UNKNOWN,unknown,PRACTICE,gu,Gujarati,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/dli.ernet.520259,https://archive.org/download/dli.ernet.520259/,Internet Archive,none declared,DLI item no rights metadata. 1939 publication. Gujarati Pratikraman practice text,WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),CONDITIONAL,CONDITIONAL,n/a (Gujarati practice text),none,source text layer; quality to be measured,no,MEDIUM,LOW,UNKNOWN,HIGH,TRAIN,Pratikraman Sutra with meaning and dialogue in Gujarati. Source library: Gujrat Vidyapith Library. Covers Pratikraman practice.
SVK-2018,Shrawak Pratikraman Sutra,Shrawak Pratikraman Sutra,Shastri Vijay Muni,JAIN,UNKNOWN,unknown,PRACTICE,hi,Devanagari,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.341224,https://archive.org/download/in.ernet.dli.2015.341224/,Internet Archive,none declared,DLI item with copyright permitted per dc.rights. Publisher: Aagara Sanmati Gianpith,WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),CONDITIONAL,CONDITIONAL,n/a (Hindi practice text),none,source text layer; quality to be measured,no,MEDIUM,LOW,UNKNOWN,HIGH,TRAIN,Shrawak Pratikraman Sutra by Shastri Vijay Muni. Publisher: Aagara, Sanmati Gianpith. 168 pages. Subject: Jain Sahitya.
SVK-2019,Shri Kalpasutra Mul Or Hindi Bhashantar (1916),Kalpa Sutra (Sanskrit+Hindi),Manakmuni Maharaj,JAIN,UNKNOWN,unknown,AGAM,sa;hi,Devanagari,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.344399,https://archive.org/download/in.ernet.dli.2015.344399/,Internet Archive,Copyright permitted,DLI item copyright permitted. 1916 publication pre-1930 (R70).,TRAINING_ALLOWED,YES,YES,n/a (Sanskrit/Hindi canonical),none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN,"Kalpa Sutra core canonical text (AGAM-015). Prakrit original + Hindi translation. Tirthankara biographies, monastic rules, ritual procedures."
SVK-2020,Uttara Adhyayan Sutra Vol I (1918),Uttaradhyayana Sutra (Sanskrit),Shashi Kant Jha,JAIN,UNKNOWN,unknown,AGAM,sa,Devanagari,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.548771,https://archive.org/download/in.ernet.dli.2015.548771/,Internet Archive,none declared,DLI item. 1918 publication pre-1930 (R70). No explicit rights statement.,TRAINING_ALLOWED,YES,YES,n/a (Sanskrit canonical),none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN,"Uttaradhyayana Sutra Vol I in Sanskrit with critical apparatus. Mulasutra (AGAM-013). Ethical guidelines, monastic rules, practice instructions."
SVK-2021,Shri Utradhyayan Sutar Agam Seva (1920),Uttaradhyayana Sutra (Hindi),Jain Sandip,JAIN,UNKNOWN,unknown,AGAM,hi,Devanagari,DjVuTXT;PDF,not measured,UNMEASURED,https://archive.org/details/in.ernet.dli.2015.545305,https://archive.org/download/in.ernet.dli.2015.545305/,Internet Archive,none declared,DLI item. 1920 publication pre-1930 (R70). No explicit rights statement.,TRAINING_ALLOWED,YES,YES,n/a (Hindi canonical translation),none,source text layer; quality to be measured,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN,"Uttaradhyayana Sutra in Hindi translation (Agam Seva series). Mulasutra (AGAM-013). Ethical guidelines, monastic rules, practice instructions."
